name,price,first_name,last_name,above_100
dana callahan,50.52947048,Dana,Callahan,
mitchell smith,241.323231,Mitchell,Smith,true
stephanie watts,170.8624816,Stephanie,Watts,true
brent hayden,233.1669139,Brent,Hayden,true
joseph hill,35.91581475,Joseph,Hill,
david roberts,11.85830697,David,Roberts,
mark ramirez,13.1105752,Mark,Ramirez,
maria gonzalez,260.9153554,Maria,Gonzalez,true
jessica lewis,77.7159283,Jessica,Lewis,
ashley campbell,23.37817528,Ashley,Campbell,
thomas terrell,142.9623047,Thomas,Terrell,true
catherine williams,201.161579,Catherine,Williams,true
kelly snyder,145.0720916,Kelly,Snyder,true
ronald scott,129.8596803,Ronald,Scott,true
randall hill,52.35347544,Randall,Hill,
daniel raymond,181.9187609,Daniel,Raymond,true
nicholas williams,150.4503842,Nicholas,Williams,true
patrick roth,209.0529579,Patrick,Roth,true
april madden,76.33322232,April,Madden,
jessica harris,24.09035617,Jessica,Harris,
jared haney,118.0875678,Jared,Haney,true
jamie harding,118.5125307,Jamie,Harding,true
randall hall,259.9977721,Randall,Hall,true
luis hart,123.2748737,Luis,Hart,true
wendy grimes,281.9905561,Wendy,Grimes,true
sarah duran,21.03394651,Sarah,Duran,
alexandra harris,9.059357757,Alexandra,Harris,
carol rose,127.7563365,Carol,Rose,true
rachel walker,187.7617488,Rachel,Walker,true
caitlin franklin,263.5037463,Caitlin,Franklin,true
michael ramos,92.19530949,Michael,Ramos,
charles palmer,2.627781407,Charles,Palmer,
penny richards,255.4442721,Penny,Richards,true
adam clark,89.16596865,Adam,Clark,
james turner,223.3339258,James,Turner,true
brandon nguyen,102.3886839,Brandon,Nguyen,true
alexander bryan,30.91178884,Alexander,Bryan,
sharon gross,281.4170425,Sharon,Gross,true
benjamin bonilla,110.8501643,Benjamin,Bonilla,true
paula woodward,236.6853816,Paula,Woodward,true
karen carr,296.6228455,Karen,Carr,true
megan bell,255.9803006,Megan,Bell,true
ashley vance,32.46510198,Ashley,Vance,
william fernandez,190.367423,William,Fernandez,true
amy davis,129.7665878,Amy,Davis,true
christopher garcia,151.1443314,Christopher,Garcia,true
brian houston,113.4423623,Brian,Houston,true
george compton,44.00326281,George,Compton,
noah gilmore,151.8729928,Noah,Gilmore,true
jeff gonzalez,247.0727957,Jeff,Gonzalez,true
jennifer nguyen,274.371899,Jennifer,Nguyen,true
eric hernandez,196.4261878,Eric,Hernandez,true
jonathan hill,78.97923659,Jonathan,Hill,
kayla porter,149.9248442,Kayla,Porter,true
melissa davenport,143.690402,Melissa,Davenport,true
diane martin,82.78471873,Diane,Martin,
kendra mckinney,153.3320407,Kendra,Mckinney,true
sarah perez,282.8912648,Sarah,Perez,true
stephanie delgado,258.3992223,Stephanie,Delgado,true
randy williams,81.28386961,Randy,Williams,
amy carroll,71.3472375,Amy,Carroll,
yolanda lee,170.6483859,Yolanda,Lee,true
nicole moore,191.8882257,Nicole,Moore,true
elizabeth davis,255.3948678,Elizabeth,Davis,true
sarah johnson,243.4794231,Sarah,Johnson,true
jared walker,115.31378,Jared,Walker,true
miranda hardin,162.9481205,Miranda,Hardin,true
courtney hurst,39.86172345,Courtney,Hurst,
brooke cook,180.3757566,Brooke,Cook,true
brenda jackson,112.5014744,Brenda,Jackson,true
paul thomas,123.6546875,Paul,Thomas,true
jennifer acevedo,40.3540795,Jennifer,Acevedo,
sarah mason,253.8629646,Sarah,Mason,true
christopher alexander,26.18282609,Christopher,Alexander,
wanda douglas,102.9922626,Wanda,Douglas,true
beth carter,83.98169128,Beth,Carter,
jennifer walker,170.0301242,Jennifer,Walker,true
rachel jones,231.3332955,Rachel,Jones,true
wanda miller,137.274944,Wanda,Miller,true
derek garner,200.6690595,Derek,Garner,true
christina allen,172.7675788,Christina,Allen,true
karen warner,146.7479359,Karen,Warner,true
alisha henderson,258.3883839,Alisha,Henderson,true
gregory perkins,38.17957663,Gregory,Perkins,
ryan thompson,191.9675092,Ryan,Thompson,true
james caldwell,245.4447437,James,Caldwell,true
robert gregory,211.5653631,Robert,Gregory,true
tom bell,223.245748,Tom,Bell,true
david farmer,167.9756509,David,Farmer,true
melanie smith,33.41901265,Melanie,Smith,
michael ryan,41.90111282,Michael,Ryan,
monica atkins,50.12989235,Monica,Atkins,
timothy phillips,60.63177629,Timothy,Phillips,
brent maddox,174.7894413,Brent,Maddox,true
micheal price,99.40916648,Micheal,Price,
kimberly fox,75.29031179,Kimberly,Fox,
briana sanchez,191.3637927,Briana,Sanchez,true
justin roth,63.26537976,Justin,Roth,
michael perez,48.76077328,Michael,Perez,
edward manning,158.9234209,Edward,Manning,true
lauren scott,115.9221252,Lauren,Scott,true
kevin vargas,167.4878662,Kevin,Vargas,true
patrick snyder,135.0453943,Patrick,Snyder,true
connor navarro,93.74528605,Connor,Navarro,
robert wilcox,138.780924,Robert,Wilcox,true
lauren evans,156.5033762,Lauren,Evans,true
christopher garza,288.7422467,Christopher,Garza,true
thomas pena,16.62662679,Thomas,Pena,
kelly young,296.0984744,Kelly,Young,true
erin vance,105.2330032,Erin,Vance,true
catherine nguyen,32.31777016,Catherine,Nguyen,
jeremy wong,124.4458699,Jeremy,Wong,true
robert fitzgerald,46.92950136,Robert,Fitzgerald,
elizabeth jennings,29.46426982,Elizabeth,Jennings,
james cobb,71.52647558,James,Cobb,
lori mcbride,10.23351352,Lori,Mcbride,
daniel hobbs,70.98225058,Daniel,Hobbs,
william moses,30.74661667,William,Moses,
michael francis,32.28598424,Michael,Francis,
kevin chapman,134.061487,Kevin,Chapman,true
mark allen,177.349129,Mark,Allen,true
lauren fisher,101.353741,Lauren,Fisher,true
matthew wilkinson,233.2713066,Matthew,Wilkinson,true
chad hanson,276.8335688,Chad,Hanson,true
cynthia atkins,111.312648,Cynthia,Atkins,true
jodi meyer,219.0542366,Jodi,Meyer,true
john dixon,168.0884898,John,Dixon,true
wanda dunn,129.7399417,Wanda,Dunn,true
sarah chang,172.0045886,Sarah,Chang,true
matthew lee,107.3259428,Matthew,Lee,true
nichole ellis,77.70976176,Nichole,Ellis,
derek adams,153.9316382,Derek,Adams,true
sara tran,180.1610515,Sara,Tran,true
gary jones,263.6305882,Gary,Jones,true
julie robbins,180.9502903,Julie,Robbins,true
mark king,281.226683,Mark,King,true
mark sharp,127.8966888,Mark,Sharp,true
bianca jones,86.71330828,Bianca,Jones,
melanie johnson,248.8382773,Melanie,Johnson,true
carly young,134.5651897,Carly,Young,true
elizabeth martin,148.6698077,Elizabeth,Martin,true
nicole rogers,82.95469821,Nicole,Rogers,
mary jackson,119.6187558,Mary,Jackson,true
renee carney,65.33904499,Renee,Carney,
gregory wheeler,168.6421913,Gregory,Wheeler,true
thomas vargas,199.7015259,Thomas,Vargas,true
justin mcguire,160.6161769,Justin,Mcguire,true
shawn hamilton,81.28868068,Shawn,Hamilton,
robert mercer,123.5275035,Robert,Mercer,true
sean gonzalez,141.2344653,Sean,Gonzalez,true
steven powell,7.945673813,Steven,Powell,
alexander jones,264.995856,Alexander,Jones,true
jeff smith,6.12140005,Jeff,Smith,
alison morris,23.83451483,Alison,Morris,
douglas kemp,138.1517055,Douglas,Kemp,true
april martinez,283.1555515,April,Martinez,true
allison alvarez,227.2866331,Allison,Alvarez,true
cheyenne richards,270.5970023,Cheyenne,Richards,true
meghan lynch,75.6325927,Meghan,Lynch,
david gomez,30.73722001,David,Gomez,
adam lee,266.0506834,Adam,Lee,true
michael parsons,270.2354087,Michael,Parsons,true
stephen bennett,163.5792146,Stephen,Bennett,true
jose lyons,96.12639818,Jose,Lyons,
samantha cantrell,175.7545202,Samantha,Cantrell,true
glenda carlson,32.76261139,Glenda,Carlson,
glenn thornton,78.20738876,Glenn,Thornton,
tanya ward,50.83125368,Tanya,Ward,
matthew wright,131.8286787,Matthew,Wright,true
doris jackson,137.7995619,Doris,Jackson,true
jose clark,261.062353,Jose,Clark,true
amber cabrera,142.0125422,Amber,Cabrera,true
travis valdez,57.5389366,Travis,Valdez,
deborah smith,117.1826793,Deborah,Smith,true
carmen murillo,135.9012344,Carmen,Murillo,true
justin long,296.3328396,Justin,Long,true
meghan clark,203.1394597,Meghan,Clark,true
diane hall,153.1597541,Diane,Hall,true
thomas barnett,274.2180919,Thomas,Barnett,true
cathy hall,118.6398903,Cathy,Hall,true
robert keith,216.7924806,Robert,Keith,true
claudia lawson,79.90562522,Claudia,Lawson,
gabriel hall,21.22090616,Gabriel,Hall,
chelsea cunningham,156.0483089,Chelsea,Cunningham,true
anthony jackson,9.029249741,Anthony,Jackson,
deanna taylor,130.8159347,Deanna,Taylor,true
teresa miller,48.06894839,Teresa,Miller,
joseph oconnor,90.56989023,Joseph,Oconnor,
michael simmons,246.6452741,Michael,Simmons,true
kimberly martinez,269.7800069,Kimberly,Martinez,true
lori serrano,139.6916121,Lori,Serrano,true
richard wilkins,87.76455915,Richard,Wilkins,
rhonda mills,155.0753087,Rhonda,Mills,true
jessica robinson,242.9194094,Jessica,Robinson,true
anita velez,90.80704331,Anita,Velez,
brittany bauer,150.847608,Brittany,Bauer,true
james hernandez,199.8448181,James,Hernandez,true
james bishop,110.2536015,James,Bishop,true
joseph chase,239.2186448,Joseph,Chase,true
lisa flores,256.0596954,Lisa,Flores,true
matthew hayes,293.0747004,Matthew,Hayes,true
michelle norton,217.4378183,Michelle,Norton,true
alyssa phillips,270.0372546,Alyssa,Phillips,true
heather mendoza,281.8209247,Heather,Mendoza,true
lisa quinn,5.820093319,Lisa,Quinn,
joe le,146.4288046,Joe,Le,true
heather valenzuela,45.09060062,Heather,Valenzuela,
christine herman,101.1666687,Christine,Herman,true
luke saunders,245.3573393,Luke,Saunders,true
lisa bailey,155.4871918,Lisa,Bailey,true
ryan kelly,172.5605435,Ryan,Kelly,true
julie white,48.52261349,Julie,White,
travis bowman,31.52316101,Travis,Bowman,
kelsey mccann,171.0049096,Kelsey,Mccann,true
elizabeth brewer,159.7550694,Elizabeth,Brewer,true
deborah valencia,140.1469565,Deborah,Valencia,true
joseph barry,66.72941941,Joseph,Barry,
james holmes,208.5365427,James,Holmes,true
samantha stephenson,214.7712873,Samantha,Stephenson,true
michelle holt,162.3118935,Michelle,Holt,true
rachael gardner,133.7689666,Rachael,Gardner,true
emily goodman,104.2020989,Emily,Goodman,true
april allen,212.7030844,April,Allen,true
omar nelson,142.1237487,Omar,Nelson,true
deborah cherry,122.8714103,Deborah,Cherry,true
shane ford,128.2253422,Shane,Ford,true
allison moore,287.0397494,Allison,Moore,true
chad mendoza,128.7230831,Chad,Mendoza,true
adam reyes,210.660893,Adam,Reyes,true
donna olson,237.3154639,Donna,Olson,true
robert wilkerson,18.44882541,Robert,Wilkerson,
michael mack,44.310175,Michael,Mack,
matthew woodward,230.3623855,Matthew,Woodward,true
hannah sparks,75.75588754,Hannah,Sparks,
rebecca guzman,266.1974194,Rebecca,Guzman,true
chad gonzalez,21.71014184,Chad,Gonzalez,
gina lawson,209.6483845,Gina,Lawson,true
erin dawson,109.5227016,Erin,Dawson,true
john hunter,147.0547345,John,Hunter,true
dwayne nguyen,44.0068408,Dwayne,Nguyen,
nicole floyd,37.11677495,Nicole,Floyd,
gina morton,8.316165245,Gina,Morton,
david blair,146.4314388,David,Blair,true
mark mccarty,92.92142229,Mark,Mccarty,
alicia fleming,167.1786107,Alicia,Fleming,true
tara brennan,74.42711352,Tara,Brennan,
sherry perez,67.13586315,Sherry,Perez,
michael cervantes,50.97141938,Michael,Cervantes,
tyler faulkner,201.4060949,Tyler,Faulkner,true
andrew martinez,171.875415,Andrew,Martinez,true
james young,288.0396797,James,Young,true
joanna stanley,131.1020174,Joanna,Stanley,true
christina mosley,174.5518188,Christina,Mosley,true
paul french iii,161.7104109,Paul,French,true
michael lee,279.106942,Michael,Lee,true
benjamin lewis,296.8118486,Benjamin,Lewis,true
melanie acosta,273.3364583,Melanie,Acosta,true
ian riley,212.3977786,Ian,Riley,true
jennifer gay,248.8920142,Jennifer,Gay,true
andrew herring,11.73839127,Andrew,Herring,
lauren green,129.6571971,Lauren,Green,true
dawn duffy,54.28240155,Dawn,Duffy,
timothy ho,229.0065048,Timothy,Ho,true
ashley mendez,112.3633537,Ashley,Mendez,true
james bond,213.8404014,James,Bond,true
cody horn,280.4287316,Cody,Horn,true
emily bass,2.267674839,Emily,Bass,
julia boyd,54.69341531,Julia,Boyd,
anna lee,206.5289609,Anna,Lee,true
amy wood,31.03991579,Amy,Wood,
patrick elliott,232.4798838,Patrick,Elliott,true
michelle miles,104.3063511,Michelle,Miles,true
jenny martin,28.45901277,Jenny,Martin,
taylor carter,186.6762771,Taylor,Carter,true
nicholas steele,187.8096434,Nicholas,Steele,true
bonnie reed,257.6894148,Bonnie,Reed,true
tonya carter,65.05790903,Tonya,Carter,
allison patterson,274.882558,Allison,Patterson,true
gabriel cooper,200.1558758,Gabriel,Cooper,true
cindy ward,68.85641269,Cindy,Ward,
brooke owens,149.2059461,Brooke,Owens,true
matthew blake,4.06458047,Matthew,Blake,
krystal jackson,67.38695805,Krystal,Jackson,
eric phelps,240.8897161,Eric,Phelps,true
samuel cook,172.1054695,Samuel,Cook,true
pamela stein,199.0978775,Pamela,Stein,true
allison brown,33.29299156,Allison,Brown,
taylor williams,13.62390908,Taylor,Williams,
laura carroll,261.6022136,Laura,Carroll,true
connor robinson,245.8554383,Connor,Robinson,true
shelby johnson,240.0443296,Shelby,Johnson,true
andrew mora,18.60199734,Andrew,Mora,
ethan pacheco,259.0365461,Ethan,Pacheco,true
jeremy webb,98.31405644,Jeremy,Webb,
damon garrett,244.8654683,Damon,Garrett,true
kimberly stanley,175.0957212,Kimberly,Stanley,true
bryce grant,17.15408329,Bryce,Grant,
bethany woods,272.5716629,Bethany,Woods,true
emily frye,66.17386403,Emily,Frye,
barry sullivan,258.7525531,Barry,Sullivan,true
jeremiah ayala,163.5453042,Jeremiah,Ayala,true
holly johnson,296.6791256,Holly,Johnson,true
teresa molina,286.516233,Teresa,Molina,true
sarah taylor,265.8694817,Sarah,Taylor,true
kimberly howard,85.43939931,Kimberly,Howard,
kimberly little,264.8900668,Kimberly,Little,true
nancy hart,207.2431681,Nancy,Hart,true
nicole perkins,165.0090561,Nicole,Perkins,true
brandon olson,222.4152627,Brandon,Olson,true
richard bush,77.53704513,Richard,Bush,
bryan evans,192.6410081,Bryan,Evans,true
monica watson,3.361441343,Monica,Watson,
curtis fleming,274.30965,Curtis,Fleming,true
crystal sosa,216.8617671,Crystal,Sosa,true
eugene morris,202.5620068,Eugene,Morris,true
logan bailey,288.6314867,Logan,Bailey,true
brandi bauer,132.9215194,Brandi,Bauer,true
jasmine walters,268.1388358,Jasmine,Walters,true
luke allison,187.8207039,Luke,Allison,true
christopher brooks,57.81340573,Christopher,Brooks,
vanessa riley,180.4069737,Vanessa,Riley,true
scott young,99.92058008,Scott,Young,
thomas may,203.6202471,Thomas,May,true
pam villegas,179.0291469,Pam,Villegas,true
amy sims,114.9768422,Amy,Sims,true
zachary graham,141.835196,Zachary,Graham,true
james chan,243.2899217,James,Chan,true
felicia archer,138.4473659,Felicia,Archer,true
kimberly brady,288.7460477,Kimberly,Brady,true
terri perez,19.14837929,Terri,Perez,
jonathan barker,5.657865331,Jonathan,Barker,
courtney brooks,149.494119,Courtney,Brooks,true
gabriel lowe,93.90576332,Gabriel,Lowe,
christopher white,66.60014486,Christopher,White,
sandra murphy,95.58251089,Sandra,Murphy,
jessica krueger,10.90841176,Jessica,Krueger,
jonathon burns,249.3961932,Jonathon,Burns,true
mary miller,273.9394908,Mary,Miller,true
colin rodriguez,180.2598848,Colin,Rodriguez,true
joshua rice,146.685027,Joshua,Rice,true
gregory cruz,110.0635889,Gregory,Cruz,true
olivia rivera,291.240185,Olivia,Rivera,true
jessica larsen,7.576754464,Jessica,Larsen,
troy byrd,36.73825253,Troy,Byrd,
matthew rogers,185.3667095,Matthew,Rogers,true
sandra steele,214.8657394,Sandra,Steele,true
lucas price,106.1210278,Lucas,Price,true
faith scott,188.2647735,Faith,Scott,true
james fox,282.4344141,James,Fox,true
lisa summers,155.0512496,Lisa,Summers,true
raymond perry,275.8859259,Raymond,Perry,true
edward little,162.4717521,Edward,Little,true
nicole casey,144.9653271,Nicole,Casey,true
christopher hansen,265.1736476,Christopher,Hansen,true
john mays,120.530065,John,Mays,true
monique marshall,63.9607675,Monique,Marshall,
david fernandez,17.63676685,David,Fernandez,
jo smith,202.3095996,Jo,Smith,true
larry carlson,278.092605,Larry,Carlson,true
sherry scott,67.58767704,Sherry,Scott,
jennifer harris,268.8755967,Jennifer,Harris,true
nicolas singleton,9.659905481,Nicolas,Singleton,
debra ada,52.22049871,Debra,Ada,
james kirby,224.191157,James,Kirby,true
ronald jones,270.5086503,Ronald,Jones,true
amy mcdonald,297.9773801,Amy,Mcdonald,true
kimberly matthews,55.12712205,Kimberly,Matthews,
paul floyd,74.01318559,Paul,Floyd,
steve brown,182.0323787,Steve,Brown,true
david shaw,83.65951376,David,Shaw,
patricia hamilton,123.409219,Patricia,Hamilton,true
christopher erickson,59.07931353,Christopher,Erickson,
mackenzie hill,6.620988423,Mackenzie,Hill,
charles pham,97.96401358,Charles,Pham,
tony king,18.27327773,Tony,King,
edward james,92.87861731,Edward,James,
colleen lee,63.10044603,Colleen,Lee,
bethany floyd,86.42994032,Bethany,Floyd,
carol schroeder,33.69227955,Carol,Schroeder,
bonnie peterson,297.4653224,Bonnie,Peterson,true
michael anderson,256.3898121,Michael,Anderson,true
sheri dorsey,189.7981441,Sheri,Dorsey,true
savannah mendoza,91.07261796,Savannah,Mendoza,
douglas watson,274.4787465,Douglas,Watson,true
ronald ward,57.77908919,Ronald,Ward,
kenneth villarreal,274.2187269,Kenneth,Villarreal,true
tiffany robinson,228.7978951,Tiffany,Robinson,true
patrick swanson,161.2557332,Patrick,Swanson,true
jocelyn rogers,24.17428437,Jocelyn,Rogers,
danny perez,182.255044,Danny,Perez,true
rachel gregory,265.0416523,Rachel,Gregory,true
scott welch,231.8302149,Scott,Welch,true
adam jackson,232.9420717,Adam,Jackson,true
kyle novak,12.08319607,Kyle,Novak,
matthew allen,168.4554827,Matthew,Allen,true
shannon allen,172.2771141,Shannon,Allen,true
whitney harris,58.43100673,Whitney,Harris,
scott morrison,180.7621217,Scott,Morrison,true
jessica schmidt,261.6986671,Jessica,Schmidt,true
kristi taylor,271.1229328,Kristi,Taylor,true
joan garcia,287.3891521,Joan,Garcia,true
shane evans,277.5094559,Shane,Evans,true
jody fox,154.8859173,Jody,Fox,true
shawn jacobs,132.7802032,Shawn,Jacobs,true
heather ray,113.0976257,Heather,Ray,true
mary aguirre,112.6553767,Mary,Aguirre,true
scott williams,80.32818684,Scott,Williams,
ryan cole,248.4882669,Ryan,Cole,true
melody savage,114.3904753,Melody,Savage,true
lori reese,97.72751844,Lori,Reese,
nina parker,25.48969257,Nina,Parker,
tamara taylor,123.1774351,Tamara,Taylor,true
mark salinas,65.60168668,Mark,Salinas,
thomas blankenship,132.7947467,Thomas,Blankenship,true
traci rice,286.0928823,Traci,Rice,true
angela cox,42.33721435,Angela,Cox,
janet young,13.80917322,Janet,Young,
francisco johnston,112.1605744,Francisco,Johnston,true
william russell,264.6237189,William,Russell,true
alexander harrington,149.1436898,Alexander,Harrington,true
david mendoza,93.99806835,David,Mendoza,
christine lee,213.6602036,Christine,Lee,true
michelle johnson,175.7431073,Michelle,Johnson,true
kelsey nelson,236.7676413,Kelsey,Nelson,true
diane thompson,89.95575753,Diane,Thompson,
tara smith,278.1214905,Tara,Smith,true
marcus santiago,116.1191313,Marcus,Santiago,true
laura bean,33.82522532,Laura,Bean,
michelle navarro,246.3117979,Michelle,Navarro,true
lisa good,76.55786256,Lisa,Good,
miranda knapp,129.5066529,Miranda,Knapp,true
christopher smith,166.1434114,Christopher,Smith,true
victoria miller,273.4850231,Victoria,Miller,true
sarah hogan,213.8475987,Sarah,Hogan,true
dawn robertson,48.79191224,Dawn,Robertson,
william jenkins,113.0602911,William,Jenkins,true
pam thompson,173.7231638,Pam,Thompson,true
stephen berry,42.77281935,Stephen,Berry,
mark young,282.6498589,Mark,Young,true
anthony valdez,185.3727205,Anthony,Valdez,true
elizabeth salinas,154.2643569,Elizabeth,Salinas,true
michael robinson,182.4719536,Michael,Robinson,true
gregory buck,96.18391441,Gregory,Buck,
sydney alexander,219.3532551,Sydney,Alexander,true
janet rubio,204.4810593,Janet,Rubio,true
thomas ferguson,256.3043923,Thomas,Ferguson,true
vincent leblanc,94.02821568,Vincent,Leblanc,
justin martinez,47.48296529,Justin,Martinez,
rhonda adams,116.7325872,Rhonda,Adams,true
lisa martin,183.7259618,Lisa,Martin,true
david medina,280.9491886,David,Medina,true
karen mckee,44.78343428,Karen,Mckee,
lisa cantrell,19.21140291,Lisa,Cantrell,
anna guzman,124.8230491,Anna,Guzman,true
daniel carroll,51.93399201,Daniel,Carroll,
erin garcia,74.56574506,Erin,Garcia,
jennifer scott,158.6927265,Jennifer,Scott,true
jacqueline robinson,190.5709325,Jacqueline,Robinson,true
bridget santos,169.3812148,Bridget,Santos,true
candace soto,19.6729944,Candace,Soto,
felicia myers,38.15792611,Felicia,Myers,
grace adams,58.41307704,Grace,Adams,
micheal wong,10.75000843,Micheal,Wong,
jordan knight,119.9985057,Jordan,Knight,true
justin wright,142.132241,Justin,Wright,true
james holt,115.368229,James,Holt,true
anthony cooke,270.5319155,Anthony,Cooke,true
jennifer jacobson,55.44015055,Jennifer,Jacobson,
geoffrey franklin,140.2803006,Geoffrey,Franklin,true
rodney lozano,243.3479219,Rodney,Lozano,true
darlene lewis,135.1626097,Darlene,Lewis,true
robin barry,286.1402134,Robin,Barry,true
morgan garcia,133.5790703,Morgan,Garcia,true
michael rivas,71.92008045,Michael,Rivas,
ellen branch,185.5703941,Ellen,Branch,true
kathleen castro,20.39892737,Kathleen,Castro,
donald wallace,53.65062447,Donald,Wallace,
alexandra haynes,260.7602147,Alexandra,Haynes,true
stacy carrillo,188.6885584,Stacy,Carrillo,true
jennifer henry,24.06993431,Jennifer,Henry,
daniel mathis,116.0820882,Daniel,Mathis,true
tyler west,254.4736617,Tyler,West,true
michael waller,170.976742,Michael,Waller,true
christopher graham,126.9283868,Christopher,Graham,true
mark hernandez,80.48163941,Mark,Hernandez,
kathy edwards,82.26788496,Kathy,Edwards,
david huber ii,213.8107444,David,Huber,true
tracey garcia,136.7308142,Tracey,Garcia,true
stephanie underwood,69.43177519,Stephanie,Underwood,
shane williams,281.8903101,Shane,Williams,true
joseph reed,42.3818884,Joseph,Reed,
elizabeth martin,140.0494611,Elizabeth,Martin,true
david martin,221.0429141,David,Martin,true
stephanie arnold,181.2768702,Stephanie,Arnold,true
rebecca richardson,4.380505829,Rebecca,Richardson,
danielle johnson,105.6723996,Danielle,Johnson,true
jose howe,158.2429468,Jose,Howe,true
robert robinson,170.8627456,Robert,Robinson,true
danny hart,70.48423297,Danny,Hart,
robin booth,34.2572087,Robin,Booth,
kristin perry,20.68151609,Kristin,Perry,
matthew peterson,192.7404829,Matthew,Peterson,true
jodi griffin,278.9346536,Jodi,Griffin,true
miguel lopez,128.0211065,Miguel,Lopez,true
shelly gross,184.5451242,Shelly,Gross,true
candace lopez,54.07631389,Candace,Lopez,
ronald williams,153.3547677,Ronald,Williams,true
marcia morgan,120.5057825,Marcia,Morgan,true
erica campbell,100.2705845,Erica,Campbell,true
anna green,240.628503,Anna,Green,true
kimberly howell,207.2217108,Kimberly,Howell,true
michelle hamilton,57.90941988,Michelle,Hamilton,
tami ferguson,225.8070777,Tami,Ferguson,true
cynthia santana,166.3523842,Cynthia,Santana,true
seth johnston,110.2678595,Seth,Johnston,true
alexis reynolds,211.4734105,Alexis,Reynolds,true
elizabeth schneider,33.96428539,Elizabeth,Schneider,
jerry padilla,279.7193526,Jerry,Padilla,true
martin miles,290.6226139,Martin,Miles,true
karen williams,290.9160996,Karen,Williams,true
amy barnes,165.9279066,Amy,Barnes,true
christopher west,137.4731704,Christopher,West,true
kirsten cole,41.93668355,Kirsten,Cole,
jane cunningham,118.3754226,Jane,Cunningham,true
leonard hess,35.82037483,Leonard,Hess,
adam rhodes,13.3526083,Adam,Rhodes,
derek richardson,95.67655498,Derek,Richardson,
sarah faulkner,168.6353496,Sarah,Faulkner,true
steven fuller,106.339314,Steven,Fuller,true
cheyenne ruiz,127.1035458,Cheyenne,Ruiz,true
rachel romero,285.2024857,Rachel,Romero,true
greg baker,177.1691724,Greg,Baker,true
ivan nixon,286.6165676,Ivan,Nixon,true
tonya gonzalez,243.4519443,Tonya,Gonzalez,true
alan perez,150.2335151,Alan,Perez,true
edwin wilson,193.8749928,Edwin,Wilson,true
micheal burgess,137.9824708,Micheal,Burgess,true
zachary miller,171.0839156,Zachary,Miller,true
scott moreno,111.0238035,Scott,Moreno,true
george young,72.09372191,George,Young,
charles taylor,135.5468061,Charles,Taylor,true
mario browning,173.4239245,Mario,Browning,true
sandra hayes,131.195396,Sandra,Hayes,true
timothy perkins,250.939116,Timothy,Perkins,true
christine lopez,214.0564056,Christine,Lopez,true
julia morton,240.2050847,Julia,Morton,true
gabriel hamilton,126.5568206,Gabriel,Hamilton,true
zachary santos,146.4956654,Zachary,Santos,true
christina patton,148.6627083,Christina,Patton,true
john brandt,283.4653076,John,Brandt,true
joseph gonzalez,20.55745007,Joseph,Gonzalez,
kim townsend,129.0360445,Kim,Townsend,true
ethan valenzuela,54.05378344,Ethan,Valenzuela,
nathan leon,254.2959365,Nathan,Leon,true
kathleen hayes,226.5866588,Kathleen,Hayes,true
craig garcia,154.669493,Craig,Garcia,true
jeremiah griffin,95.90167374,Jeremiah,Griffin,
emily parsons,213.6395341,Emily,Parsons,true
paul kennedy,12.86805538,Paul,Kennedy,
theresa lynch,275.5059689,Theresa,Lynch,true
david wells,182.491882,David,Wells,true
joshua davis,52.95831084,Joshua,Davis,
amy powers,40.64783276,Amy,Powers,
kimberly miller,189.5888109,Kimberly,Miller,true
debbie harvey,104.9806237,Debbie,Harvey,true
james martin,64.25213501,James,Martin,
scott saunders,273.2318059,Scott,Saunders,true
david smith,215.6096045,David,Smith,true
danielle lee,101.3250417,Danielle,Lee,true
benjamin evans,57.97902796,Benjamin,Evans,
samantha lynch,289.1184179,Samantha,Lynch,true
jeffery russell,135.9650655,Jeffery,Russell,true
megan roberts,237.9306276,Megan,Roberts,true
rachel hernandez,125.9323584,Rachel,Hernandez,true
lisa ramirez,189.2702383,Lisa,Ramirez,true
alyssa hammond,188.5826264,Alyssa,Hammond,true
anthony gibson,100.7962623,Anthony,Gibson,true
roger quinn,88.61484447,Roger,Quinn,
nicholas henry,293.6931305,Nicholas,Henry,true
cynthia burnett,48.84605107,Cynthia,Burnett,
kathryn watts,281.4384173,Kathryn,Watts,true
roger fletcher,287.9695812,Roger,Fletcher,true
rebecca arias,259.8985263,Rebecca,Arias,true
jacob smith,45.28220468,Jacob,Smith,
anthony kennedy,200.1178956,Anthony,Kennedy,true
cynthia peck,124.81253,Cynthia,Peck,true
maria vaughn,40.28677595,Maria,Vaughn,
kylie chen,10.25185301,Kylie,Chen,
anthony martin,263.6454049,Anthony,Martin,true
carolyn hudson,292.6001775,Carolyn,Hudson,true
harold willis,176.7584552,Harold,Willis,true
debbie taylor,267.577994,Debbie,Taylor,true
jasmine lopez,126.6484521,Jasmine,Lopez,true
ashley holmes,274.3411375,Ashley,Holmes,true
stacy pearson,208.0071389,Stacy,Pearson,true
evelyn smith,59.67639555,Evelyn,Smith,
monica taylor,256.8216598,Monica,Taylor,true
sarah marshall,217.5918139,Sarah,Marshall,true
patrick thomas,151.2961737,Patrick,Thomas,true
angela young,71.41377769,Angela,Young,
tristan davies,201.9895075,Tristan,Davies,true
eileen turner,278.2459109,Eileen,Turner,true
sarah adkins,222.718064,Sarah,Adkins,true
