name,price,first_name,last_name,above_100
timothy burns,41.18516716,Timothy,Burns,
melissa ortiz,279.0138003,Melissa,Ortiz,true
henry white,199.24778500000002,Henry,White,true
amanda mccoy,114.3557682,Amanda,Mccoy,true
pamela cox,262.04373780000003,Pamela,Cox,true
linda ray,250.7989091,Linda,Ray,true
brooke hernandez,52.93529633,Brooke,Hernandez,
lisa livingston,142.7259156,Lisa,Livingston,true
eugene mason,222.9114605,Eugene,Mason,true
stephen reid,34.16935529999999,Stephen,Reid,
kevin landry,193.60915680000002,Kevin,Landry,true
jamie porter,258.2181927,Jamie,Porter,true
daniel cunningham,179.37034409999998,Daniel,Cunningham,true
victor marsh,219.97577909999998,Victor,Marsh,true
ryan rodriguez,71.20559309,Ryan,Rodriguez,
brittany bradley,246.93954190000002,Brittany,Bradley,true
amy wallace,98.62126666,Amy,Wallace,
alex smith,196.5458057,Alex,Smith,true
timothy king,28.041415899999997,Timothy,King,
charles jennings,79.81066083,Charles,Jennings,
jessica vargas,21.42151951,Jessica,Vargas,
jacqueline briggs,18.13293516,Jacqueline,Briggs,
laurie gonzales,195.17595649999998,Laurie,Gonzales,true
olivia clark,107.634949,Olivia,Clark,true
donald molina,12.89769275,Donald,Molina,
ricky allen,257.9762038,Ricky,Allen,true
catherine rodriguez,185.2494938,Catherine,Rodriguez,true
daniel torres,59.36058847,Daniel,Torres,
david shepherd,146.5042,David,Shepherd,true
jonathan hansen,65.38248265,Jonathan,Hansen,
benjamin griffin,262.10814419999997,Benjamin,Griffin,true
tracey hess,102.8565045,Tracey,Hess,true
victoria walker,283.1492381,Victoria,Walker,true
cathy carney,266.44306780000005,Cathy,Carney,true
john gibbs,218.5275094,John,Gibbs,true
angela torres,198.8912726,Angela,Torres,true
harold glover,164.159322,Harold,Glover,true
dawn myers,126.86323700000001,Dawn,Myers,true
ashley spencer,199.2922136,Ashley,Spencer,true
mary walters,134.0861345,Mary,Walters,true
christina davenport,140.0786431,Christina,Davenport,true
brian johnson,106.23431570000001,Brian,Johnson,true
crystal contreras,209.89391809999998,Crystal,Contreras,true
tanya turner,232.36077590000002,Tanya,Turner,true
katelyn durham,34.86538887,Katelyn,Durham,
nathaniel wilson,233.23459559999998,Nathaniel,Wilson,true
joseph long,76.06925903,Joseph,Long,
mallory hall,293.5445425,Mallory,Hall,true
bianca chavez,244.5409595,Bianca,Chavez,true
victoria strickland,226.78696000000002,Victoria,Strickland,true
scott jackson,44.25908098,Scott,Jackson,
patrick smith,186.583267,Patrick,Smith,true
samuel west,239.88422549999999,Samuel,West,true
brian baker,225.969486,Brian,Baker,true
haley baldwin,168.18906850000002,Haley,Baldwin,true
joanna fernandez,40.50912655,Joanna,Fernandez,
jeffrey berg,36.85605931,Jeffrey,Berg,
alexander wilson,255.14501769999995,Alexander,Wilson,true
david fuller,263.545785,David,Fuller,true
laura kramer,178.29399990000002,Laura,Kramer,true
melinda lambert,113.69536090000001,Melinda,Lambert,true
april cole,157.75906640000002,April,Cole,true
jill thornton,167.46815469999999,Jill,Thornton,true
holly riley,204.6273975,Holly,Riley,true
beth kim,11.01260527,Beth,Kim,
kelly thomas,251.9575295,Kelly,Thomas,true
teresa james,119.05983329999998,Teresa,James,true
jasmine johnson,168.5359222,Jasmine,Johnson,true
brian wood,249.08314840000003,Brian,Wood,true
deborah estes,181.1243035,Deborah,Estes,true
jeremy knight,267.9077519,Jeremy,Knight,true
abigail mccoy,71.79365804,Abigail,Mccoy,
chad sellers,114.2708631,Chad,Sellers,true
james terry,280.16201980000005,James,Terry,true
rachael watson,46.35207578,Rachael,Watson,
jeffrey poole,61.75679399999999,Jeffrey,Poole,
matthew salazar,99.92305376,Matthew,Salazar,
christopher small,94.26105369,Christopher,Small,
noah smith,239.63473969999998,Noah,Smith,true
steven mack,39.00781023,Steven,Mack,
casey castillo,272.1400411,Casey,Castillo,true
rachel poole,283.7765656,Rachel,Poole,true
karen sutton,140.55029330000002,Karen,Sutton,true
john martinez,289.2606726,John,Martinez,true
michele harrington,3.997445113,Michele,Harrington,
cheyenne brown,253.1142817,Cheyenne,Brown,true
david turner,121.41753600000001,David,Turner,true
brian carter,78.81410568,Brian,Carter,
sheena ward,292.817983,Sheena,Ward,true
anthony carson,218.77349469999996,Anthony,Carson,true
janet zavala,17.08133565,Janet,Zavala,
cynthia smith,8.747993771,Cynthia,Smith,
carla cannon,288.18842689999997,Carla,Cannon,true
lacey lopez,278.1729299,Lacey,Lopez,true
amy copeland,269.0103495,Amy,Copeland,true
kristin jacobs,11.69491035,Kristin,Jacobs,
antonio ferguson,297.3314003,Antonio,Ferguson,true
isabella bush,264.98467,Isabella,Bush,true
james davidson,264.8193048,James,Davidson,true
holly mendoza,54.44607070000001,Holly,Mendoza,
jordan lopez,66.64716665,Jordan,Lopez,
antonio ryan,95.58598206,Antonio,Ryan,
raymond ware,232.50519900000003,Raymond,Ware,true
alexander stafford,201.51424419999998,Alexander,Stafford,true
kevin clayton,73.98622457,Kevin,Clayton,
kristen rice,160.9482014,Kristen,Rice,true
joseph moore,123.33708689999999,Joseph,Moore,true
bryan riley,103.9286567,Bryan,Riley,true
diana flores,143.13721569999998,Diana,Flores,true
kathryn lawrence,78.31057308,Kathryn,Lawrence,
deanna smith,249.6006637,Deanna,Smith,true
nancy miller,3.869209803,Nancy,Miller,
david horton,34.62084961,David,Horton,
zachary esparza,71.18403611,Zachary,Esparza,
victoria moreno,255.7125246,Victoria,Moreno,true
douglas skinner,275.562885,Douglas,Skinner,true
timothy spencer,115.2203169,Timothy,Spencer,true
daniel oconnor,210.48078790000002,Daniel,Oconnor,true
ryan fitzgerald,158.7712643,Ryan,Fitzgerald,true
natalie martinez,136.0759177,Natalie,Martinez,true
joyce hayes,9.323647262,Joyce,Hayes,
amber morris,89.45784699,Amber,Morris,
tiffany jackson,33.51449337,Tiffany,Jackson,
tiffany vasquez,253.20256,Tiffany,Vasquez,true
john douglas,166.2967286,John,Douglas,true
william reed,215.30551490000002,William,Reed,true
nicole james,141.1921941,Nicole,James,true
danielle miller,141.0542037,Danielle,Miller,true
sarah miller,22.37833918,Sarah,Miller,
john morrison,252.16543149999998,John,Morrison,true
sarah coleman,137.2229765,Sarah,Coleman,true
daniel smith,49.99955025,Daniel,Smith,
kurt butler,93.24935853,Kurt,Butler,
cody becker,248.4317247,Cody,Becker,true
miss molly miller,210.3994579,Miss,Molly,true
craig bailey,102.1427287,Craig,Bailey,true
derrick campbell,159.40481259999999,Derrick,Campbell,true
jennifer ibarra,169.3222197,Jennifer,Ibarra,true
timothy black,160.4213892,Timothy,Black,true
shawn blanchard,159.5561394,Shawn,Blanchard,true
brian johnson,95.74294191,Brian,Johnson,
patricia gray,122.90082360000001,Patricia,Gray,true
james white,124.1837338,James,White,true
william smith,115.48350079999999,William,Smith,true
hannah cummings,206.37937780000001,Hannah,Cummings,true
philip mills,149.76905730000001,Philip,Mills,true
emily berry,194.8537868,Emily,Berry,true
casey coffey,173.0530825,Casey,Coffey,true
regina johnson,1.3662002219999998,Regina,Johnson,
steven waters,159.0953606,Steven,Waters,true
joshua gonzalez,193.4520864,Joshua,Gonzalez,true
kimberly green,240.8174556,Kimberly,Green,true
thomas nelson,188.2214297,Thomas,Nelson,true
robert rivera,252.7137124,Robert,Rivera,true
miss michelle lewis,219.5320111,Miss,Michelle,true
linda barajas,126.6695321,Linda,Barajas,true
amber jensen,87.74180917,Amber,Jensen,
john owens,240.6708452,John,Owens,true
elizabeth benitez,22.97631526,Elizabeth,Benitez,
sarah smith,54.02302876,Sarah,Smith,
jonathan hernandez,113.6405881,Jonathan,Hernandez,true
benjamin stevens,241.9631335,Benjamin,Stevens,true
isaac roth,64.00283561,Isaac,Roth,
lauren smith,191.044241,Lauren,Smith,true
nicole duffy,169.92210559999998,Nicole,Duffy,true
emily vega,102.1788734,Emily,Vega,true
jesse stone,99.13220181,Jesse,Stone,
nancy lucas,277.221375,Nancy,Lucas,true
thomas horne,285.5453065,Thomas,Horne,true
jo humphrey,280.76760319999994,Jo,Humphrey,true
nicholas marquez,247.28068990000003,Nicholas,Marquez,true
cathy todd,23.32822158,Cathy,Todd,
vicki harmon,155.3649927,Vicki,Harmon,true
brent lloyd,74.12808307,Brent,Lloyd,
jonathan hill,64.18574136,Jonathan,Hill,
timothy kelly,106.2473392,Timothy,Kelly,true
donna martinez,26.68721252,Donna,Martinez,
tammy miles,134.7480083,Tammy,Miles,true
stephen fields,270.26370160000005,Stephen,Fields,true
paige kemp,132.6889381,Paige,Kemp,true
hannah myers,97.02475645,Hannah,Myers,
tanya garcia,65.80094229,Tanya,Garcia,
elizabeth moody,224.69178369999997,Elizabeth,Moody,true
christina murray,178.7962602,Christina,Murray,true
emma berry,265.2866914,Emma,Berry,true
rebecca santos,40.21365447,Rebecca,Santos,
tammy williams,113.8258857,Tammy,Williams,true
lauren zimmerman,24.09907887,Lauren,Zimmerman,
amy reed,291.715691,Amy,Reed,true
peter holland,39.10990181,Peter,Holland,
stephen martinez,5.998153471,Stephen,Martinez,
evan martinez,71.83961188,Evan,Martinez,
stephanie smith,184.314629,Stephanie,Smith,true
robert schultz,79.44358021,Robert,Schultz,
steven price,249.5073848,Steven,Price,true
william park,150.5623351,William,Park,true
cole butler,257.9254795,Cole,Butler,true
jessica prince,199.1027248,Jessica,Prince,true
brian smith,269.7331691,Brian,Smith,true
mark ortiz,64.53490182,Mark,Ortiz,
shane garcia,232.92267900000002,Shane,Garcia,true
tammy lowe,163.49584119999997,Tammy,Lowe,true
bonnie parsons,120.82401019999999,Bonnie,Parsons,true
christopher gross,190.48507519999998,Christopher,Gross,true
jason hawkins,281.2010935,Jason,Hawkins,true
diane lee,190.3914018,Diane,Lee,true
jeffrey rodriguez,171.7063904,Jeffrey,Rodriguez,true
destiny thompson,69.95080058,Destiny,Thompson,
carol johnston,20.22996482,Carol,Johnston,
catherine cline,196.00195119999998,Catherine,Cline,true
joseph bond,213.45086580000003,Joseph,Bond,true
whitney russell,93.70821741,Whitney,Russell,
joseph brown,177.5369542,Joseph,Brown,true
andrea cherry,218.9439696,Andrea,Cherry,true
ronnie james,11.30319991,Ronnie,James,
jesse wagner,105.0391223,Jesse,Wagner,true
jennifer johnson,25.24601464,Jennifer,Johnson,
christina miller,23.52475039,Christina,Miller,
amy collins,216.30603050000002,Amy,Collins,true
nathaniel curtis,180.00978500000002,Nathaniel,Curtis,true
joann patel,226.8922119,Joann,Patel,true
daniel gonzalez,296.96396880000003,Daniel,Gonzalez,true
donna harris,112.1535852,Donna,Harris,true
patricia gomez,61.97861251,Patricia,Gomez,
christopher douglas,108.56704380000001,Christopher,Douglas,true
thomas glover,192.67497969999997,Thomas,Glover,true
ryan fischer,176.88114480000002,Ryan,Fischer,true
briana turner,77.99745823,Briana,Turner,
patrick williams,205.5282628,Patrick,Williams,true
kathryn morris,258.3381969,Kathryn,Morris,true
jonathan henry,216.6217318,Jonathan,Henry,true
jonathan navarro,207.5050139,Jonathan,Navarro,true
steven ryan,98.03488481,Steven,Ryan,
matthew rodriguez,194.1558586,Matthew,Rodriguez,true
laurie stewart,243.6585038,Laurie,Stewart,true
joseph ramirez,208.5389863,Joseph,Ramirez,true
eric harris,215.30274480000003,Eric,Harris,true
amy townsend,89.62083691,Amy,Townsend,
jeffrey gutierrez,91.68831326,Jeffrey,Gutierrez,
kenneth zimmerman,227.64971430000003,Kenneth,Zimmerman,true
jonathan guerrero,20.03177994,Jonathan,Guerrero,
james thomas,81.77643056,James,Thomas,
james bradshaw,233.69041319999997,James,Bradshaw,true
edgar moreno,279.0886499,Edgar,Moreno,true
margaret roberts,119.90294490000001,Margaret,Roberts,true
mary gonzales,5.041468474,Mary,Gonzales,
deborah ortiz,251.11959480000004,Deborah,Ortiz,true
jesse thomas,23.19440916,Jesse,Thomas,
taylor torres,114.30621699999999,Taylor,Torres,true
jennifer sampson,134.95509980000003,Jennifer,Sampson,true
jennifer shaffer,139.3268183,Jennifer,Shaffer,true
melanie griffith,97.98733229,Melanie,Griffith,
michelle may,151.01336750000002,Michelle,May,true
lori morales,15.93710006,Lori,Morales,
alexandra shelton,205.1698084,Alexandra,Shelton,true
carl gonzalez,161.5347512,Carl,Gonzalez,true
maria miller,241.29117290000002,Maria,Miller,true
chad kelly,273.3206706,Chad,Kelly,true
eileen davis,55.99921219,Eileen,Davis,
jacob white,176.3832715,Jacob,White,true
tony howard,56.29751552,Tony,Howard,
randy franklin,10.70092932,Randy,Franklin,
taylor davidson,164.23495259999999,Taylor,Davidson,true
nicole rivas,283.34342539999994,Nicole,Rivas,true
daniel martinez,82.42854517,Daniel,Martinez,
theresa potter,63.49315896,Theresa,Potter,
william kerr,193.1528858,William,Kerr,true
erin anderson,145.1617851,Erin,Anderson,true
carlos sawyer,91.16472066,Carlos,Sawyer,
steven reyes,90.51351057,Steven,Reyes,
robert johnson,151.34255,Robert,Johnson,true
john kelley,264.1445291,John,Kelley,true
melissa franklin,154.5602915,Melissa,Franklin,true
travis davis,288.2220857,Travis,Davis,true
adam bailey,42.6613963,Adam,Bailey,
crystal peterson,171.6499461,Crystal,Peterson,true
david anderson,131.2363431,David,Anderson,true
david allen iii,100.869253,David,Allen,true
jose mitchell,219.37020269999996,Jose,Mitchell,true
harry miller,258.86409100000003,Harry,Miller,true
jay smith,174.5402259,Jay,Smith,true
david spence,39.44159283,David,Spence,
alicia young,49.05124089,Alicia,Young,
gregory cooper,84.87613039,Gregory,Cooper,
michelle brown,299.6697558,Michelle,Brown,true
melissa johnson,54.77661634,Melissa,Johnson,
robert hunter,233.2112326,Robert,Hunter,true
ellen montes,114.65876270000001,Ellen,Montes,true
madeline terry,143.0680216,Madeline,Terry,true
gregory mclean,100.14166440000001,Gregory,Mclean,true
rebekah fischer,35.84139135,Rebekah,Fischer,
wendy sexton,104.2529105,Wendy,Sexton,true
angela spencer,130.0368995,Angela,Spencer,true
brent richards,287.8512449,Brent,Richards,true
christina price,220.4715324,Christina,Price,true
christopher kim,268.09408140000005,Christopher,Kim,true
kristie white,3.731188383,Kristie,White,
eric anderson,151.16942980000002,Eric,Anderson,true
patrick moran,202.9421153,Patrick,Moran,true
kimberly dillon,148.7636914,Kimberly,Dillon,true
michael morris,186.2739438,Michael,Morris,true
stephanie garcia,135.3374805,Stephanie,Garcia,true
amber randall,161.7867294,Amber,Randall,true
matthew morris,177.4675144,Matthew,Morris,true
brandon henry,189.2640002,Brandon,Henry,true
elizabeth jones,1.721334549,Elizabeth,Jones,
manuel reyes,56.11399451,Manuel,Reyes,
cindy blackburn,277.31166410000003,Cindy,Blackburn,true
mindy valentine,296.0404881,Mindy,Valentine,true
mary stevenson,54.15138665,Mary,Stevenson,
emma beltran,280.6140783,Emma,Beltran,true
matthew jacobson,234.47557430000003,Matthew,Jacobson,true
paul phillips,52.38933174,Paul,Phillips,
james porter,167.69163369999998,James,Porter,true
david harrison,216.557277,David,Harrison,true
tara davidson,177.5977319,Tara,Davidson,true
donna kelly,235.9643853,Donna,Kelly,true
renee mayer,29.66478775,Renee,Mayer,
victor davis,292.350032,Victor,Davis,true
marc abbott,144.0427399,Marc,Abbott,true
kevin flores,2.04595842,Kevin,Flores,
sarah mayo,243.1576185,Sarah,Mayo,true
anthony morgan,74.4186564,Anthony,Morgan,
sarah wong,22.83835501,Sarah,Wong,
tanya martinez,226.35181260000002,Tanya,Martinez,true
jacob lewis,177.8268318,Jacob,Lewis,true
valerie spencer,110.11507549999999,Valerie,Spencer,true
kelly drake,223.7749938,Kelly,Drake,true
zachary foster,256.8934808,Zachary,Foster,true
susan summers,203.44461299999998,Susan,Summers,true
stacy jones,282.2103928,Stacy,Jones,true
alicia roberts,115.3415793,Alicia,Roberts,true
charlene patterson,231.5902435,Charlene,Patterson,true
mike hudson,90.77833228,Mike,Hudson,
nichole murray,257.21258819999997,Nichole,Murray,true
anthony robinson,174.6749074,Anthony,Robinson,true
andrew sutton,55.09426008,Andrew,Sutton,
john munoz,10.76162589,John,Munoz,
antonio gray,254.19897650000001,Antonio,Gray,true
mallory bright,17.36455275,Mallory,Bright,
zachary johnson,164.0094798,Zachary,Johnson,true
scott zimmerman,210.83596310000001,Scott,Zimmerman,true
nicolas myers,191.5740332,Nicolas,Myers,true
dakota silva,0.20198314899999997,Dakota,Silva,
cynthia crawford,138.58520880000003,Cynthia,Crawford,true
larry smith,203.4597291,Larry,Smith,true
victoria hoover,49.76932196,Victoria,Hoover,
carl shannon,75.01050543,Carl,Shannon,
melissa hardy,57.46719339,Melissa,Hardy,
carolyn smith,217.4986594,Carolyn,Smith,true
austin washington,123.73567290000001,Austin,Washington,true
jacob spencer,194.4500649,Jacob,Spencer,true
earl jackson,146.43817109999998,Earl,Jackson,true
nicole simmons,100.4466707,Nicole,Simmons,true
phillip hurst,70.27347634,Phillip,Hurst,
hailey robbins,189.14714569999998,Hailey,Robbins,true
james taylor,223.40336040000003,James,Taylor,true
andrea figueroa,35.46449803,Andrea,Figueroa,
cassandra moreno,75.31803377,Cassandra,Moreno,
gregory pacheco,30.78269568,Gregory,Pacheco,
shawn shelton,104.02267990000001,Shawn,Shelton,true
nicole huerta,147.54060869999998,Nicole,Huerta,true
matthew hoffman,111.3375618,Matthew,Hoffman,true
barbara hudson,224.3202579,Barbara,Hudson,true
sandra francis,62.57524548,Sandra,Francis,
rebecca ray,32.48419802,Rebecca,Ray,
tammy simpson,221.5414938,Tammy,Simpson,true
kyle clark,223.5738109,Kyle,Clark,true
sherry peterson,9.233781216,Sherry,Peterson,
kyle howard,22.36013288,Kyle,Howard,
david warren,23.00435965,David,Warren,
brandon townsend,189.241167,Brandon,Townsend,true
christopher ellis,60.92041242,Christopher,Ellis,
renee mccall,172.0025631,Renee,Mccall,true
nicole valdez,202.1051001,Nicole,Valdez,true
austin bird,97.14819318,Austin,Bird,
matthew oliver,190.7738661,Matthew,Oliver,true
adam morrison,122.6423047,Adam,Morrison,true
kenneth koch,223.4597055,Kenneth,Koch,true
roger maddox,192.80488380000003,Roger,Maddox,true
michael harris,275.0959548,Michael,Harris,true
devon levy,179.3498945,Devon,Levy,true
alison wright,67.79896598,Alison,Wright,
jennifer jones,69.16425394,Jennifer,Jones,
alexandra rosales,275.3449131,Alexandra,Rosales,true
erika wood,172.3448064,Erika,Wood,true
kristen dyer,143.7169829,Kristen,Dyer,true
kristin higgins,66.99301038,Kristin,Higgins,
adrian martin,10.51365519,Adrian,Martin,
joshua hunter,126.45939750000001,Joshua,Hunter,true
cindy wells,2.8232786489999997,Cindy,Wells,
meredith shepherd,15.39256238,Meredith,Shepherd,
paula jackson,95.28470547,Paula,Jackson,
jacob woodard,36.91770874,Jacob,Woodard,
michael hill,51.00126609,Michael,Hill,
maureen miller,143.5552728,Maureen,Miller,true
pamela brandt,117.34527879999999,Pamela,Brandt,true
matthew rojas,32.561464799999996,Matthew,Rojas,
lawrence jordan,131.5622718,Lawrence,Jordan,true
travis coleman,267.9348767,Travis,Coleman,true
tina lopez,161.5034811,Tina,Lopez,true
joseph armstrong,197.555798,Joseph,Armstrong,true
kayla sellers,165.072789,Kayla,Sellers,true
michael rogers,65.74618064,Michael,Rogers,
tiffany fitzpatrick,70.01378574,Tiffany,Fitzpatrick,
sierra warren,82.47716939,Sierra,Warren,
patricia martinez,21.04160853,Patricia,Martinez,
gregory castillo,3.0067140739999996,Gregory,Castillo,
gilbert johnson,232.51058390000003,Gilbert,Johnson,true
bryan gutierrez,233.185948,Bryan,Gutierrez,true
yvonne murphy,130.79814270000003,Yvonne,Murphy,true
austin patel,147.7426209,Austin,Patel,true
ronald lopez,179.1161889,Ronald,Lopez,true
terry fowler,295.92013010000005,Terry,Fowler,true
holly lara,181.4214635,Holly,Lara,true
cody hayden,228.62703019999998,Cody,Hayden,true
veronica bradford,29.71309581,Veronica,Bradford,
sylvia moon,57.43043383,Sylvia,Moon,
sharon young,212.154593,Sharon,Young,true
jeffery wilson,214.1345719,Jeffery,Wilson,true
tammy cooper,215.1947063,Tammy,Cooper,true
jessica gardner,282.8657889,Jessica,Gardner,true
matthew roman,106.933484,Matthew,Roman,true
sharon frazier,145.3813435,Sharon,Frazier,true
james gonzalez,262.38815980000004,James,Gonzalez,true
tracy mcmillan,53.15386877,Tracy,Mcmillan,
peter schultz,64.90524813,Peter,Schultz,
jenna ayala,145.5035446,Jenna,Ayala,true
julie martinez,184.89918459999998,Julie,Martinez,true
richard lee,202.73722080000002,Richard,Lee,true
karen smith,104.7538389,Karen,Smith,true
timothy lopez,238.7179723,Timothy,Lopez,true
justin burke,244.7235202,Justin,Burke,true
karen erickson,175.09517340000002,Karen,Erickson,true
sarah ramsey,39.16860302,Sarah,Ramsey,
robin evans,25.40406048,Robin,Evans,
michael chang,52.77346918,Michael,Chang,
melvin butler,178.0049503,Melvin,Butler,true
deborah mcbride,193.04992130000002,Deborah,Mcbride,true
austin williams,123.24527509999999,Austin,Williams,true
kenneth dean,70.33757646,Kenneth,Dean,
joan crawford,43.57827018,Joan,Crawford,
erin king,87.38375287,Erin,King,
james hamilton,111.3321125,James,Hamilton,true
deborah hood,140.8417148,Deborah,Hood,true
marcus stout,7.833256587,Marcus,Stout,
shannon jacobs,153.9495471,Shannon,Jacobs,true
todd harris,169.20748,Todd,Harris,true
sarah wilson,27.9482433,Sarah,Wilson,
edward brown,255.07195389999998,Edward,Brown,true
calvin jones,278.04738619999995,Calvin,Jones,true
nicholas fry,94.59168045,Nicholas,Fry,
alejandro sharp,84.92844506,Alejandro,Sharp,
debra morgan,265.4239044,Debra,Morgan,true
john kemp,242.23983509999996,John,Kemp,true
benjamin richardson,173.6749744,Benjamin,Richardson,true
eric cobb,81.97869791,Eric,Cobb,
joseph daniel,58.14862167,Joseph,Daniel,
william pollard,133.0978234,William,Pollard,true
aaron pace,131.30498500000002,Aaron,Pace,true
wendy smith,174.3502801,Wendy,Smith,true
cheyenne hernandez,292.3566991,Cheyenne,Hernandez,true
patricia spencer,250.66837230000002,Patricia,Spencer,true
charles taylor,20.42888334,Charles,Taylor,
stacey clark,59.14607751,Stacey,Clark,
megan williams,79.75989504,Megan,Williams,
robert lee,125.1750091,Robert,Lee,true
pamela hughes,173.047263,Pamela,Hughes,true
james davis,181.86429230000002,James,Davis,true
tami harper,232.1272481,Tami,Harper,true
thomas avila,162.1457354,Thomas,Avila,true
darius phillips,2.778963306,Darius,Phillips,
donald perez,260.3533057,Donald,Perez,true
elizabeth moran,75.80152451,Elizabeth,Moran,
kristina chapman,198.8826774,Kristina,Chapman,true
jimmy morris,133.7376895,Jimmy,Morris,true
julie hobbs,248.1671202,Julie,Hobbs,true
hailey miller,212.63444159999997,Hailey,Miller,true
robert elliott,31.83653044,Robert,Elliott,
kathleen franklin,267.6104519,Kathleen,Franklin,true
cassandra smith,113.72661570000001,Cassandra,Smith,true
stacey montoya,30.63225675,Stacey,Montoya,
lauren romero,64.30241698,Lauren,Romero,
hector rivera,68.20899517,Hector,Rivera,
veronica morris,151.1248483,Veronica,Morris,true
derrick sanders,155.1753422,Derrick,Sanders,true
russell gallagher,103.87502070000001,Russell,Gallagher,true
cody moore,216.2386122,Cody,Moore,true
robin ramsey,158.671907,Robin,Ramsey,true
heather shelton,205.9470679,Heather,Shelton,true
lindsay zuniga,83.86393913,Lindsay,Zuniga,
mark wells,14.97764765,Mark,Wells,
adam jones,5.368559531,Adam,Jones,
gerald gonzales,40.93851843,Gerald,Gonzales,
christopher perez,273.7105102,Christopher,Perez,true
justin thornton,4.125420062,Justin,Thornton,
miss lauren solis,241.1722903,Miss,Lauren,true
michelle kidd,2.7406523839999997,Michelle,Kidd,
michael shannon,16.99576752,Michael,Shannon,
matthew murphy,73.02635244,Matthew,Murphy,
sheila garcia,296.1911546,Sheila,Garcia,true
rebecca rogers,44.74390554,Rebecca,Rogers,
dana tran,222.6750233,Dana,Tran,true
elizabeth lee,208.13873040000001,Elizabeth,Lee,true
jessica arroyo,44.74215676,Jessica,Arroyo,
isaac wright,196.5053864,Isaac,Wright,true
jennifer evans,130.8714857,Jennifer,Evans,true
martha mahoney,261.987191,Martha,Mahoney,true
daniel shelton,223.4015941,Daniel,Shelton,true
jacqueline sandoval,108.1188963,Jacqueline,Sandoval,true
yvette gonzales,240.17311119999997,Yvette,Gonzales,true
sherry randolph,267.3584463,Sherry,Randolph,true
nicholas vincent,267.9632147,Nicholas,Vincent,true
nicole banks,84.13883685,Nicole,Banks,
caleb zuniga,65.37221199,Caleb,Zuniga,
kathryn mckinney,42.28386426,Kathryn,Mckinney,
kaylee griffin,91.72236314,Kaylee,Griffin,
raymond yu,162.85736740000002,Raymond,Yu,true
stephen hill,156.01602,Stephen,Hill,true
ryan young,145.249561,Ryan,Young,true
kevin turner,274.2053068,Kevin,Turner,true
scott bonilla,232.6587409,Scott,Bonilla,true
scott smith,21.08465589,Scott,Smith,
jill george,217.45235780000002,Jill,George,true
anthony odonnell,25.68569152,Anthony,Odonnell,
kenneth walton,94.96351689,Kenneth,Walton,
tammy dixon,71.23764254,Tammy,Dixon,
mary herring,85.52552465,Mary,Herring,
david harris,99.86362817,David,Harris,
holly jenkins,232.84984680000002,Holly,Jenkins,true
kristen hall,271.03830760000005,Kristen,Hall,true
vanessa hernandez,240.83562769999997,Vanessa,Hernandez,true
lindsey baker,215.38452080000002,Lindsey,Baker,true
jessica cooper,271.59106569999994,Jessica,Cooper,true
daniel garcia,54.38186781,Daniel,Garcia,
brandon proctor,244.58593829999998,Brandon,Proctor,true
ray moore,81.09489321,Ray,Moore,
thomas hughes,274.8197698,Thomas,Hughes,true
cheyenne moreno,268.5879662,Cheyenne,Moreno,true
erika hill,268.78817349999997,Erika,Hill,true
william wright,135.6374011,William,Wright,true
joshua hurley,163.878958,Joshua,Hurley,true
allen luna,202.4902939,Allen,Luna,true
david forbes,161.0388381,David,Forbes,true
jeffrey ross,124.9712498,Jeffrey,Ross,true
yolanda morris,6.484809775,Yolanda,Morris,
amy webster,246.69710800000001,Amy,Webster,true
joseph lopez,208.5530996,Joseph,Lopez,true
robert miller,259.3830385,Robert,Miller,true
courtney lopez,187.9539026,Courtney,Lopez,true
karen harris,213.9916161,Karen,Harris,true
george spencer,187.6252749,George,Spencer,true
kenneth williamson,100.0426015,Kenneth,Williamson,true
eric roberts,159.6726517,Eric,Roberts,true
daniel mckinney,91.13610820000001,Daniel,Mckinney,
william armstrong,26.90727877,William,Armstrong,
stephanie rangel,63.71404468,Stephanie,Rangel,
cody nichols,34.73125118,Cody,Nichols,
charles white,171.07442619999998,Charles,White,true
jennifer ortiz,77.70351341,Jennifer,Ortiz,
ryan hampton,250.6563062,Ryan,Hampton,true
jacqueline soto,297.637541,Jacqueline,Soto,true
ashley jones,293.8852818,Ashley,Jones,true
thomas torres,66.99879269,Thomas,Torres,
bruce browning,55.07922627,Bruce,Browning,
charles holt,186.3582011,Charles,Holt,true
matthew rodgers,203.81212549999998,Matthew,Rodgers,true
jeremiah robertson,143.985273,Jeremiah,Robertson,true
jeffery barry,49.91960637,Jeffery,Barry,
katherine berry,214.01122859999998,Katherine,Berry,true
zachary holmes,146.2111465,Zachary,Holmes,true
luis peters,48.43852702,Luis,Peters,
rebecca castillo,234.25467059999997,Rebecca,Castillo,true
shannon gilbert,60.98583873,Shannon,Gilbert,
jessica parker,161.6820633,Jessica,Parker,true
bradley anderson,238.47957090000003,Bradley,Anderson,true
adrian perez,125.42237649999998,Adrian,Perez,true
matthew green,233.640768,Matthew,Green,true
michelle price,61.87167058,Michelle,Price,
phillip meyer,21.92731058,Phillip,Meyer,
amanda brown,217.3051002,Amanda,Brown,true
julie phillips,63.55278796,Julie,Phillips,
joseph weber,156.8519728,Joseph,Weber,true
charles mack,279.6326958,Charles,Mack,true
john tucker,140.64331930000003,John,Tucker,true
